"URLLength","DomainLength","TLDEncoding","NoOfLettersInURL","NoOfDegitsInURL","NoOfSpecialCharsInURL","IsHTTPS","LineOfCode","LargestLineLength","HasTitle","NoOfReference","DomainTitleMatchScore","URLTitleMatchScore","HasFavicon","Robots","IsResponsive","NoOfExternalFiles","HasDescription","HasSocialNet","HasCopyrightInfo","label"
80,21,0.671641791044776,62,5,5,1,527,21423,1,1,0,0,0,0,0,8,0,0,0,0
44,8,0.671641791044776,29,0,7,1,117,150,1,0,0,0,0,0,1,1,0,0,0,0
30,23,0.671641791044776,17,0,1,1,305,2266,1,116,0,0,1,0,1,74,0,1,0,1
31,24,0.671641791044776,18,0,1,1,517,8047,1,150,0,0,1,1,1,32,0,1,0,1
23,16,0.671641791044776,10,0,1,1,1085,360,1,80,100,100,1,0,1,45,1,1,1,1
28,21,0.671641791044776,15,0,1,1,1052,25947,1,169,0,0,0,1,1,59,1,1,1,1
20,13,0.671641791044776,7,0,1,1,1954,36401,1,116,0,0,1,1,1,26,1,1,1,1
24,17,0.671641791044776,11,0,1,1,862,387,1,51,100,100,1,0,1,43,1,1,1,1
21,14,0.671641791044776,7,0,2,1,749,352,1,77,0,0,1,1,1,17,1,0,1,1
17,10,0.671641791044776,4,0,1,1,7070,516,1,687,66.66666667,66.66666667,1,0,1,17,1,1,0,1
21,14,0.671641791044776,8,0,1,1,2287,1583,1,253,100,100,0,0,1,48,1,1,0,1
23,16,0.671641791044776,10,0,1,1,285,5874,1,67,88.88888889,88.88888889,1,1,1,12,0,0,1,1
94,21,0.671641791044776,76,5,5,1,4,102,0,1,0,0,0,0,0,0,0,0,0,0
24,17,0.671641791044776,11,0,1,1,1490,6318,1,437,100,100,1,1,1,91,1,1,0,1
24,17,0.671641791044776,11,0,1,1,567,238,1,32,0,0,1,0,1,23,1,1,0,1
29,22,0.671641791044776,16,0,1,1,1528,2575,1,283,100,100,1,1,1,46,1,1,1,1
23,16,0.671641791044776,10,0,1,1,475,3929,1,108,100,100,1,0,1,30,0,1,0,1
104,21,0.671641791044776,83,6,7,1,3,100000,0,0,0,0,0,0,0,0,0,0,0,0
18,11,0.671641791044776,5,0,1,1,6552,2290,1,273,100,100,1,0,1,296,1,1,1,1
26,13,0.671641791044776,15,0,3,1,9,54,1,0,0,92.85714286,0,0,0,0,0,0,0,0
104,21,0.671641791044776,79,10,7,1,3,100000,0,0,0,0,0,0,0,0,0,0,0,0
114,21,0.671641791044776,84,11,11,1,490,100000,1,4,0,0,0,1,0,7,0,0,1,0
94,21,0.671641791044776,72,9,5,1,4,102,0,1,0,0,0,0,0,0,0,0,0,0
18,11,0.671641791044776,5,0,1,1,564,8011,1,91,75,75,1,0,1,46,1,1,0,1
22,15,0.671641791044776,10,0,1,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0
23,16,0.671641791044776,11,0,1,0,9,51,1,0,100,100,0,0,0,0,0,0,0,0
104,21,0.671641791044776,80,9,7,1,3,100000,0,0,0,0,0,0,0,0,0,0,0,0
15,9,0.671641791044776,3,0,1,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
22,15,0.671641791044776,9,0,1,1,2505,3572,1,404,87.5,87.5,1,1,1,93,1,1,1,1
20,13,0.671641791044776,7,0,1,1,2441,10369,1,879,100,100,1,1,1,403,1,0,1,1
94,21,0.671641791044776,70,11,5,1,4,102,0,1,0,0,0,0,0,0,0,0,0,0
19,12,0.671641791044776,6,0,1,1,3510,9458,1,377,0,0,0,1,1,65,1,1,1,1
16,9,0.671641791044776,3,0,1,1,436,11898,1,193,100,100,1,0,1,148,1,1,0,1
81,21,0.671641791044776,63,5,5,1,6,100000,0,0,0,0,0,0,0,0,0,0,0,0
16,9,0.671641791044776,3,0,1,1,4059,26941,1,561,100,100,1,1,1,49,1,1,1,1
26,20,0.671641791044776,14,0,1,0,9,57,1,0,100,100,0,0,0,0,0,0,0,0
20,13,0.671641791044776,7,0,1,1,3008,10213,1,359,100,100,0,1,1,182,0,1,1,1
27,20,0.671641791044776,14,0,1,1,1848,1035,1,125,0,0,0,0,1,29,0,0,1,1
25,18,0.671641791044776,12,0,1,1,574,1965,1,47,100,100,0,0,1,61,1,1,0,1
94,21,0.671641791044776,66,15,5,1,4,90817,0,0,0,0,0,0,0,0,0,0,0,0
25,18,0.671641791044776,12,0,1,1,1089,2740,1,144,100,100,0,0,0,49,0,1,1,1
24,17,0.671641791044776,11,0,1,1,746,7445,1,108,0,0,0,0,1,53,1,1,0,1
20,13,0.671641791044776,6,0,2,1,776,560,1,75,0,0,1,1,1,24,1,1,1,1
31,24,0.671641791044776,18,0,1,1,854,12363,1,309,0,0,1,1,1,196,1,1,0,1
25,18,0.671641791044776,12,0,1,1,1033,1082,1,57,100,100,0,0,1,33,1,1,0,1
123,21,0.671641791044776,97,11,7,1,2,131,0,0,0,0,0,0,0,0,0,0,0,0
27,20,0.671641791044776,14,0,1,1,1397,716,1,108,0,0,1,1,1,85,1,1,0,1
21,15,0.671641791044776,9,0,1,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0
21,14,0.671641791044776,7,0,2,1,781,2913,1,57,0,0,1,0,1,8,0,1,0,1
104,21,0.671641791044776,80,9,7,1,3,100000,0,0,0,0,0,0,0,0,0,0,0,0
30,22,0.671641791044776,20,0,3,0,11,74,1,1,0,0,0,0,0,0,0,0,0,0
23,16,0.671641791044776,10,0,1,1,1923,21459,1,161,0,0,1,1,1,60,1,1,1,1
24,17,0.671641791044776,11,0,1,1,6125,6661,1,233,100,100,1,0,1,152,0,1,0,1
30,23,0.671641791044776,17,0,1,1,3119,9458,1,377,0,0,1,1,1,86,1,1,0,1
25,18,0.671641791044776,10,0,3,1,221,915,1,9,0,0,1,0,1,20,0,1,0,1
16,9,0.671641791044776,3,0,1,1,1395,9381,1,297,100,100,1,1,1,68,1,1,0,1
25,18,0.671641791044776,12,0,1,1,769,9381,1,94,0,0,1,1,1,46,1,1,1,1
25,18,0.671641791044776,12,0,1,1,2463,37834,1,76,0,0,1,1,1,173,1,0,0,1
81,21,0.671641791044776,60,8,5,1,4,89,0,1,0,0,0,0,0,0,0,0,0,0
24,17,0.671641791044776,11,0,1,1,509,1724,1,63,100,100,1,0,1,29,0,1,1,1
25,18,0.671641791044776,12,0,1,1,372,9381,1,77,100,100,1,1,1,14,1,1,0,1
20,13,0.85,7,0,1,1,2724,5436,1,229,100,100,1,1,1,177,1,1,1,1
21,14,0.85,7,0,2,1,703,850,1,157,0,0,1,0,1,35,1,1,1,1
20,13,0.85,6,0,2,1,516,500,1,95,0,0,1,0,1,43,1,1,1,1
24,17,0.85,10,0,2,1,1019,3773,1,91,0,0,0,0,1,129,0,1,1,1
26,19,0.85,11,0,3,1,1484,2446,1,257,0,0,1,0,1,21,1,1,1,1
21,14,0.85,7,0,2,1,2476,1891,1,271,0,0,1,0,1,54,1,1,1,1
22,15,0.85,8,0,2,1,471,633,1,29,0,0,0,1,1,27,1,0,1,1
256,30,0.85,97,142,9,1,11,265,1,0,0,0,0,0,0,0,0,0,0,0
26,19,0.85,12,0,2,1,2365,14923,1,318,0,0,1,0,1,158,0,1,0,1
30,23,0.85,16,0,2,1,312,8047,1,84,0,0,1,1,1,33,1,1,1,1
27,20,0.85,13,0,2,1,1978,9381,1,363,0,0,1,1,1,148,1,1,1,1
21,14,0.85,7,0,2,1,1432,12130,1,68,0,0,1,0,1,38,1,1,1,1
21,14,0.85,7,0,2,1,421,1307,1,53,0,0,1,0,1,16,1,1,1,1
33,26,0.85,19,0,2,1,1334,502,1,65,0,0,1,0,1,50,1,1,1,1
28,21,0.85,14,0,2,1,636,5148,1,48,0,0,0,0,1,39,0,1,1,1
20,13,0.85,7,0,1,1,1746,13140,1,546,83.33333333,83.33333333,1,1,1,96,1,1,1,1
22,15,0.85,8,0,2,1,547,649,1,92,0,0,1,0,1,27,1,1,1,1
25,19,0.85,12,0,2,0,9,78,1,2,0,0,0,0,0,0,0,0,0,0
20,14,0.85,7,0,2,0,9,73,1,2,0,0,0,0,0,0,0,0,0,0
21,14,0.85,7,0,2,1,601,2460,1,69,0,0,1,0,1,23,0,1,1,1
17,11,0.111111111111111,5,0,1,0,2,2826,1,2,100,100,0,0,1,1,0,0,0,0
19,13,0.111111111111111,7,0,1,0,9,51,1,0,83.33333333,83.33333333,0,0,0,0,0,0,0,0
23,16,0.111111111111111,10,0,1,1,983,7655,1,234,100,100,0,1,1,74,0,1,1,1
17,11,0.111111111111111,3,2,1,0,2,26,0,0,25,25,0,0,0,0,0,0,0,0
17,11,0.111111111111111,5,0,1,0,11,85,1,1,100,100,0,0,0,0,0,0,0,0
16,10,0.111111111111111,4,0,1,0,9,51,1,0,100,100,0,0,0,0,0,0,0,0
16,9,0.111111111111111,4,0,1,0,2,835,0,2,0,0,0,0,1,1,0,0,0,0
18,11,0.111111111111111,6,0,1,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
19,12,0.111111111111111,7,0,1,0,9,64,1,0,100,100,0,0,0,0,0,0,0,0
28,22,0.0731707317073171,15,0,2,0,8,41,1,0,0,0,0,0,0,0,0,0,0,0
35,12,0.0731707317073171,24,0,4,0,186,4686,1,8,0,0,0,1,1,4,1,0,0,0
23,14,0.0731707317073171,11,1,3,1,2,546,0,0,0,0,1,0,1,2,0,0,0,0
55,47,0.0731707317073171,34,5,5,0,10,527,0,0,0,0,1,0,1,2,0,0,0,0
22,14,0.0731707317073171,12,0,2,1,128,282,1,2,100,100,1,0,1,2,0,0,0,0
23,15,0.0731707317073171,14,0,1,1,10,32,1,0,100,100,0,0,0,0,0,0,0,0
49,42,0.0731707317073171,29,8,5,0,2,57,0,0,2.702702703,2.702702703,0,0,0,0,0,0,0,0
51,44,0.0731707317073171,34,5,5,0,2,59,0,0,2.564102564,2.564102564,0,0,0,0,0,0,0,0
59,51,0.0731707317073171,40,2,6,0,2,537,0,0,0,0,1,0,1,2,0,0,0,0
30,24,0.0731707317073171,17,0,2,0,8,41,1,0,0,0,0,0,0,0,0,0,0,0
19,10,0.0731707317073171,9,0,2,1,128,281,1,2,100,100,1,0,1,2,0,0,0,0
55,37,0.0731707317073171,35,1,8,0,2,63,0,0,0,0,0,0,0,0,0,0,0,0
29,23,0.0731707317073171,16,0,2,0,8,41,1,0,0,0,0,0,0,0,0,0,0,0
23,14,0.0731707317073171,9,0,2,1,12,46,1,0,100,100,0,0,0,0,0,0,0,0
22,14,0.0731707317073171,11,1,2,1,2,546,0,0,0,0,1,0,1,2,0,0,0,0
27,21,0.0731707317073171,14,0,2,0,8,41,1,0,0,0,0,0,0,0,0,0,0,0
23,16,0.0731707317073171,10,0,1,1,2749,5290,1,108,100,100,0,0,1,97,1,1,1,1
89,33,0.0731707317073171,66,7,4,1,12,98,1,0,0,0,0,0,0,0,0,0,0,0
27,19,0.0731707317073171,18,0,1,1,128,281,1,2,100,100,1,0,1,2,0,0,0,0
34,17,0.0731707317073171,24,0,2,1,9,85,1,2,0,100,0,0,0,0,0,0,0,0
55,47,0.0731707317073171,35,4,5,0,10,527,0,0,0,0,1,0,1,2,0,0,0,0
35,16,0.0731707317073171,24,0,3,1,239,65611,1,80,0,100,1,1,0,27,0,0,1,0
26,20,0.0731707317073171,13,0,2,0,8,41,1,0,0,0,0,0,0,0,0,0,0,0
38,28,0.0731707317073171,27,0,3,1,2,156,0,0,0,0,0,0,0,0,0,0,0,0
30,23,0.0731707317073171,13,4,1,1,3874,3942,1,354,100,100,1,0,1,96,1,1,1,1
18,10,0.0731707317073171,9,0,1,1,128,281,1,2,100,100,1,0,1,2,0,0,0,0
27,21,0.0731707317073171,14,0,2,0,8,41,1,0,0,0,0,0,0,0,0,0,0,0
27,21,0.0731707317073171,14,0,2,0,8,41,1,0,0,0,0,0,0,0,0,0,0,0
28,22,0.0731707317073171,15,0,2,0,8,41,1,0,0,0,0,0,0,0,0,0,0,0
47,39,0.0731707317073171,28,3,5,0,11,393,0,1,3.333333333,3.333333333,1,0,1,2,0,0,0,0
45,20,0.0731707317073171,27,7,3,1,9,72,1,0,0,100,0,0,0,0,0,0,0,0
118,29,0.0731707317073171,100,2,8,1,96,1229,1,2,0,0,1,0,1,10,0,0,0,0
46,38,0.0731707317073171,26,5,4,0,13,82,1,0,0,0,0,0,0,0,0,0,0,0
72,29,0.0731707317073171,48,6,10,1,260,225,1,0,0,0,0,0,1,2,0,0,0,0
32,26,0.0731707317073171,23,0,2,0,15,155,1,0,100,100,0,0,1,0,0,0,0,0
26,20,0.0731707317073171,13,0,2,0,8,41,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.0731707317073171,13,0,2,0,8,41,1,0,0,0,0,0,0,0,0,0,0,0
122,33,0.0731707317073171,104,2,8,1,96,1229,1,2,0,0,1,0,1,10,0,0,0,0
25,19,0.0731707317073171,12,0,2,0,8,41,1,0,0,0,0,0,0,0,0,0,0,0
49,36,0.0731707317073171,37,0,4,1,9,101,1,2,0,97.22222222,0,0,0,0,0,0,0,0
20,13,0.0731707317073171,7,0,1,1,583,9845,1,201,100,100,0,1,1,56,1,1,1,1
19,12,0.909090909090909,6,0,1,1,2500,3014,1,229,0,0,1,1,1,109,1,1,1,1
25,18,0.909090909090909,11,0,2,1,404,284,1,88,100,100,0,0,0,24,0,1,0,1
34,27,0.909090909090909,20,0,2,1,1348,19316,1,322,0,0,1,1,1,175,1,1,1,1
21,14,0.909090909090909,8,0,1,1,610,1864,1,164,0,0,0,0,1,49,0,0,1,1
19,12,0.909090909090909,6,0,1,1,1119,611,1,119,80,80,1,0,1,53,0,1,1,1
24,17,0.909090909090909,9,0,3,1,1051,2485,1,281,0,0,1,0,1,68,0,1,1,1
25,18,0.909090909090909,11,0,2,1,275,353,1,12,100,100,1,0,1,26,0,1,1,1
21,14,0.909090909090909,8,0,1,1,806,383,1,88,0,0,1,0,1,57,1,1,1,1
18,11,0.909090909090909,5,0,1,1,1090,9493,1,137,100,100,1,1,1,82,0,1,1,1
39,31,0.909090909090909,21,4,3,0,11,79,1,1,0,0,0,0,0,0,0,0,0,0
23,16,0.909090909090909,9,0,2,1,1436,8047,1,359,0,0,0,1,1,92,1,0,1,1
25,8,0.00671140939597315,15,0,2,1,3332,100000,1,17,0,100,0,0,1,7,0,1,0,0
30,21,0.00671140939597315,12,6,4,1,271,20388,1,5,0,0,0,0,1,31,0,0,0,0
22,16,0.00671140939597315,10,0,1,0,2,2826,1,2,100,100,0,0,1,1,0,0,0,0
24,16,0.00671140939597315,14,0,3,0,13,87,1,2,0,0,0,0,0,0,0,0,0,0
44,35,0.00671140939597315,25,6,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
40,31,0.00671140939597315,21,6,5,1,273,20258,1,5,0,0,0,0,1,31,0,0,0,0
41,32,0.00671140939597315,27,0,6,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
36,27,0.00671140939597315,17,6,5,1,271,20095,1,5,0,0,0,0,1,31,0,0,0,0
30,22,0.00671140939597315,13,6,3,1,173,19751,1,5,0,0,0,0,1,31,0,0,0,0
40,31,0.00671140939597315,21,6,5,1,13,125,1,1,0,0,0,0,0,0,0,0,0,0
23,15,0.00671140939597315,10,0,2,0,11,97,1,1,100,100,0,0,0,0,0,0,0,0
35,26,0.00671140939597315,23,0,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
36,28,0.00671140939597315,18,6,4,1,271,21988,1,5,0,0,0,0,1,32,0,0,0,0
32,24,0.00671140939597315,22,0,2,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
29,20,0.00671140939597315,14,4,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
45,37,0.00671140939597315,20,12,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
20,14,0.00671140939597315,8,0,1,0,25,76,1,2,100,100,0,0,0,0,0,0,0,0
43,8,0.00671140939597315,20,13,2,1,2,1672,0,2,0,3.448275862,0,0,1,3,0,0,0,0
58,49,0.00671140939597315,46,0,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
21,14,0.00671140939597315,9,0,1,0,49,753,0,1,0,0,0,0,0,2,0,0,0,0
50,42,0.00671140939597315,24,15,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
36,27,0.00671140939597315,17,6,5,1,13,117,1,1,0,0,0,0,0,0,0,0,0,0
32,24,0.00671140939597315,15,6,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
36,30,0.00671140939597315,22,0,3,0,26,140,1,1,0,0,0,0,0,0,1,0,0,0
31,23,0.00671140939597315,14,6,3,1,173,19274,1,5,0,0,0,0,1,31,0,0,0,0
40,31,0.00671140939597315,29,0,3,1,2,48,0,0,0,0,0,0,0,0,0,0,0,0
43,35,0.00671140939597315,26,6,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
30,22,0.00671140939597315,14,5,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
36,27,0.00671140939597315,17,6,5,1,13,117,1,1,0,0,0,0,0,0,0,0,0,0
26,17,0.00671140939597315,15,0,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
58,49,0.00671140939597315,30,17,3,1,273,33347,1,5,0,0,0,0,1,31,0,0,0,0
40,32,0.00671140939597315,23,6,4,0,13,119,1,2,0,0,0,0,0,0,0,0,0,0
31,23,0.00671140939597315,14,6,3,1,173,19277,1,5,0,0,0,0,1,31,0,0,0,0
31,22,0.00671140939597315,13,6,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
32,24,0.00671140939597315,21,1,3,0,13,103,1,2,0,0,0,0,0,0,0,0,0,0
47,38,0.00671140939597315,36,0,3,1,64,12582,1,2,0,0,1,0,1,4,0,0,0,0
25,19,0.00671140939597315,12,0,2,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0
32,23,0.00671140939597315,19,2,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
21,9,0.00671140939597315,11,0,2,1,2,6177,1,2,0,100,1,0,1,3,0,0,0,0
52,44,0.00671140939597315,41,1,2,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
36,27,0.00671140939597315,17,6,5,1,13,117,1,1,0,0,0,0,0,0,0,0,0,0
37,31,0.00671140939597315,22,0,4,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0
36,27,0.00671140939597315,17,6,5,1,13,117,1,1,0,0,0,0,0,0,0,0,0,0
36,27,0.00671140939597315,17,6,5,1,13,117,1,1,0,0,0,0,0,0,0,0,0,0
32,23,0.00671140939597315,14,6,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
41,34,0.00671140939597315,31,0,3,0,13,123,1,2,0,0,0,0,0,0,0,0,0,0
35,26,0.00671140939597315,17,6,4,1,271,20829,1,5,0,0,0,0,1,31,0,0,0,0
45,37,0.00671140939597315,20,12,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
36,27,0.00671140939597315,17,6,5,1,13,117,1,1,0,0,0,0,0,0,0,0,0,0
40,31,0.00671140939597315,12,14,6,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
44,35,0.00671140939597315,31,2,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
47,38,0.00671140939597315,21,12,6,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
46,38,0.00671140939597315,21,12,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
30,21,0.00671140939597315,12,6,4,1,271,20425,1,5,0,0,0,0,1,31,0,0,0,0
25,19,0.00671140939597315,13,0,1,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0
33,24,0.00671140939597315,14,7,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
35,26,0.00671140939597315,17,6,4,1,271,20780,1,5,0,0,0,0,1,31,0,0,0,0
36,27,0.00671140939597315,17,6,5,1,13,117,1,1,0,0,0,0,0,0,0,0,0,0
35,27,0.00671140939597315,22,3,2,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
30,22,0.00671140939597315,20,0,2,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
51,42,0.00671140939597315,40,0,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
38,29,0.00671140939597315,20,6,4,1,273,20225,1,5,0,0,0,0,1,31,0,0,0,0
31,23,0.00671140939597315,14,6,3,1,173,20234,1,5,0,0,0,0,1,31,0,0,0,0
30,21,0.00671140939597315,12,6,4,1,271,20143,1,5,0,0,0,0,1,31,0,0,0,0
36,27,0.00671140939597315,17,6,5,1,13,117,1,1,0,0,0,0,0,0,0,0,0,0
42,33,0.00671140939597315,16,12,6,1,274,20262,1,5,0,0,0,0,1,31,0,0,0,0
34,25,0.00671140939597315,16,6,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
26,20,0.00671140939597315,14,0,1,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
30,22,0.00671140939597315,20,0,3,0,13,99,1,2,0,0,0,0,0,0,0,0,0,0
24,18,0.00671140939597315,12,0,1,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
31,22,0.00671140939597315,13,6,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
30,21,0.00671140939597315,12,6,4,1,271,20605,1,5,0,0,0,0,1,31,0,0,0,0
38,29,0.00671140939597315,19,6,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
35,26,0.00671140939597315,17,6,4,1,271,20324,1,5,0,0,0,0,1,31,0,0,0,0
46,38,0.00671140939597315,29,6,4,0,13,131,1,2,0,0,0,0,0,0,0,0,0,0
36,27,0.00671140939597315,17,6,5,1,271,22705,1,5,0,0,0,0,1,31,0,0,0,0
29,20,0.00671140939597315,14,4,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
45,37,0.00671140939597315,20,12,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
45,37,0.00671140939597315,20,12,6,0,13,129,1,2,0,0,0,0,0,0,0,0,0,0
30,21,0.00671140939597315,12,6,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
58,51,0.00671140939597315,42,6,3,0,13,157,1,2,0,0,0,0,0,0,0,0,0,0
28,20,0.00671140939597315,18,0,3,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0
37,29,0.00671140939597315,20,6,4,0,13,113,1,2,0,0,0,0,0,0,0,0,0,0
37,28,0.00671140939597315,18,6,5,1,271,19885,1,5,0,0,0,0,1,31,0,0,0,0
21,15,0.00671140939597315,9,0,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
36,27,0.00671140939597315,17,6,5,1,13,117,1,1,0,0,0,0,0,0,0,0,0,0
40,31,0.00671140939597315,21,6,5,1,13,125,1,1,0,0,0,0,0,0,0,0,0,0
42,33,0.00671140939597315,16,12,6,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
46,37,0.00671140939597315,20,12,6,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
27,19,0.00671140939597315,18,0,2,0,49,768,0,2,0,0,0,0,0,3,0,0,0,0
41,33,0.00671140939597315,22,6,6,0,13,121,1,2,0,0,0,0,0,0,0,0,0,0
43,35,0.00671140939597315,28,5,2,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
45,37,0.00671140939597315,20,12,6,0,13,129,1,2,0,0,0,0,0,0,0,0,0,0
29,20,0.00671140939597315,17,1,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
45,37,0.00671140939597315,20,12,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
30,22,0.00671140939597315,13,6,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
30,21,0.00671140939597315,12,6,4,1,271,20026,1,5,0,0,0,0,1,32,0,0,0,0
31,24,0.00671140939597315,15,6,3,0,13,103,1,2,0,0,0,0,0,0,0,0,0,0
41,33,0.00671140939597315,16,12,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
37,29,0.00671140939597315,20,6,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
41,32,0.00671140939597315,22,6,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
29,20,0.00671140939597315,18,0,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
34,25,0.00671140939597315,16,6,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
119,21,0.00671140939597315,96,5,11,0,159,332,1,5,0,0,0,0,1,16,1,0,1,0
36,27,0.00671140939597315,17,6,5,1,13,117,1,1,0,0,0,0,0,0,0,0,0,0
38,30,0.00671140939597315,20,6,5,0,13,115,1,2,0,0,0,0,0,0,0,0,0,0
22,16,0.00671140939597315,10,0,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
32,23,0.00671140939597315,14,6,4,1,273,20530,1,5,0,0,0,0,1,31,0,0,0,0
31,23,0.00671140939597315,14,6,4,0,13,101,1,2,0,0,0,0,0,0,0,0,0,0
45,37,0.00671140939597315,20,12,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
37,28,0.00671140939597315,25,0,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
39,30,0.00671140939597315,20,6,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
30,22,0.00671140939597315,13,6,4,0,13,99,1,2,0,0,0,0,0,0,0,0,0,0
47,38,0.00671140939597315,35,0,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
26,17,0.00671140939597315,15,0,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
35,26,0.00671140939597315,17,6,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
36,27,0.00671140939597315,25,0,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
27,18,0.00671140939597315,13,3,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
28,20,0.00671140939597315,17,1,3,0,13,95,1,2,0,0,0,0,0,0,0,0,0,0
45,37,0.00671140939597315,20,12,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
40,31,0.00671140939597315,21,6,5,1,273,20475,1,5,0,0,0,0,1,31,0,0,0,0
29,20,0.00671140939597315,16,2,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
31,24,0.00671140939597315,22,0,2,0,13,103,1,2,0,0,0,0,0,0,0,0,0,0
48,40,0.00671140939597315,38,0,2,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
39,30,0.00671140939597315,26,2,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
29,20,0.00671140939597315,13,5,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
24,17,0.00671140939597315,11,0,1,1,1301,17408,1,489,100,100,0,1,1,79,1,1,1,1
36,27,0.00671140939597315,17,6,5,1,13,117,1,1,0,0,0,0,0,0,0,0,0,0
30,22,0.00671140939597315,13,6,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
49,40,0.00671140939597315,24,12,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
37,28,0.00671140939597315,18,6,5,1,271,20162,1,5,0,0,0,0,1,31,0,0,0,0
30,22,0.00671140939597315,13,6,3,1,173,19408,1,5,0,0,0,0,1,31,0,0,0,0
36,28,0.00671140939597315,19,6,4,0,13,111,1,2,0,0,0,0,0,0,0,0,0,0
37,29,0.00671140939597315,22,5,3,0,13,113,1,2,0,0,0,0,0,0,0,0,0,0
37,29,0.00671140939597315,13,12,5,0,13,113,1,2,0,0,0,0,0,0,0,0,0,0
28,22,0.00671140939597315,16,0,1,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0
41,33,0.00671140939597315,16,12,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
41,33,0.00671140939597315,25,6,2,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
45,37,0.00671140939597315,20,12,5,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
